order_id,order_datetime,city,zone,restaurant,cuisine,items_count,order_value_egp,discount_egp,payment_method,courier_id,vehicle_type,distance_km,prep_minutes,promised_minutes,actual_minutes,customer_rating,customer_id,order_status,courier_notes,reordered_within_30d
ORD01577,2/3/2025 19:53,Minya,Abu Helal,Forno Nile,Pizza,2,143 EGP,0,Wallet,C002,Motorcycle,4,26,30,48,,U0118,Delivered,,0
ORD03451,21/05/2025 19:28,El Minya,El-Gamaa,Sheikh El-Balad,Grills,2,EGP 326,76,Wallet,C065,Motorcycle,4.9,32,30,43,4,U0931,Delivered,,1
ORD02799,3/29/2025 14:11,Minya,Shalaby,Basbousa Bar,Desserts,5,326 EGP,74,Card,C050,Motorcycle,2.6,11,25,16,5,U0503,Delivered,,1
ORD02820,1/19/2025 22:06,Minya,Nazlet Hussein,Slice Minya,Pizza,2,191 EGP,25,Cash,C103,Motorcycle,8,18,35,30,5,U1436,Delivered,,0
ORD00868,3/13/2025 17:41, Minya,Ard Sultan,Samak El-Balad,Fish,2,321 EGP,43,Cash,C009,Motorcycle,2.7,21,25,26,5,U0234,Delivered,,1
ORD03085,2/6/2025 17:26,Minya,Nazlet Hussein,Sheikh El-Balad,Grills,4,EGP 538,0,Card,C087,Tuk-tuk,6.7,33,35,48,,U0863,Delivered,,1
ORD01208,4/22/2025 12:23,Minya,El-Gamaa,Bahary Corner,Fish,6,871,0,Wallet,C031,Tuk-tuk,5.3,36,30,49,4,U0754,Delivered,,1
ORD01763,2/15/2025 22:42,New Minya,New Minya,Sultan Grill,Grills,2,280,0,Card,C088,Motorcycle,12.4,22,45,51,5,U0261,Delivered,,1
ORD02923,4/21/2025 19:35,Minya,Abu Helal,Om Ali House,Desserts,5,275,0,Card,C008,Tuk-tuk,,8,30,35,4,U0223,Delivered,,0
ORD03914,2/27/2025 20:41,Minya,Ard Sultan,Tamara Sweets,Desserts,4,254 EGP,19,Wallet,C013,Motorcycle,3.6,9,30,33,5,U1163,Delivered,,1
ORD03571,2/21/2025 11:17,Minya ,Nazlet Hussein,Crispy House,Burgers,2,203,38,Wallet,C089,Bicycle,4.8,19,30,42,3,U0731,Delivered,,1
ORD01665,14/02/2025 19:08,Minya,Wast El-Balad,El-Dawar,Egyptian,3,108 EGP,0,Wallet,C031,Motorcycle,0.6,10,20,31,,U1162,Delivered,,1
ORD00996,6/16/2025 16:40,El-Minya,El-Mahatta,Foul El-Mahatta,Egyptian,3,148,0,Card,C053,Tuk-tuk,3.2,8,25,18,5,U1137,Delivered,,1
ORD00074,4/9/2025 12:51,New Minya,New Minya,Bites Burger,Burgers,6,603,0,Cash,C001,Motorcycle,9.6,17,40,42,5,U1167,Delivered,,1
ORD00106,1/31/2025 17:25,Menia,El-Mahatta,Sheikh El-Balad,Grills,5,790,0,Cash,C047,Motorcycle,3.4,32,30,40,5,U0442,Delivered,,0
ORD01954,4/21/2025 12:28,Minya,Wast El-Balad,Bahary Corner,Fish,5,EGP 814,0,Cash,C049,Motorcycle,2.3,38,25,45,,U0681,Delivered,address unclear,0
ORD01460,6/1/2025 19:32,Minya,Corniche El-Nil,Slice Minya,Pizza,3,351 EGP,0,Cash,C087,Motorcycle,0.7,18,20,29,5,U0707,Delivered,,1
ORD00419,1/20/2025 19:39,Minya,El-Gamaa,Tamara Sweets,Desserts,6,372,0,Cash,C001,Motorcycle,6,4,35,32,4,U1097,Delivered,,1
ORD02752,6/14/2025 14:31,minya,Corniche El-Nil,Sheikh El-Balad,Grills,2,262 EGP,0,Cash,C050,Tuk-tuk,3.2,32,25,37,4,U1123,Delivered,,0
ORD02665,2/7/2025 14:04,Minya,Abu Helal,Sheikh El-Balad,Grills,1,148 EGP,0,Cash,C037,Motorcycle,2.1,32,25,42,4,U0130,Delivered,,0
ORD01526,5/15/2025 17:00,Abu Qurqas,Abu Qurqas,Foul El-Mahatta,Egyptian,6,308 EGP,0,Cash,C007,Motorcycle,16.5,13,55,,,U0291,Cancelled,gate closed,
ORD00529,7/5/2025 20:44,abu qurqas,Abu Qurqas,Forno Nile,Pizza,1,EGP 109,0,Wallet,C044,Tuk-tuk,14.7,23,50,85,,U0123,Delivered,,0
ORD01804,3/6/2025 12:11,Abu Qurqas,Abu Qurqas,Bites Burger,Burgers,6,EGP 300,0,Wallet,C043,Tuk-tuk,15.3,22,55,78,4,U1211,Delivered,,0
ORD03060,17/05/2025 13:39,El-Minya,Abu Helal,Sheikh El-Balad,Grills,1,135,0,Card,C108,Bicycle,4.8,31,30,48,,U0536,Delivered,,0
ORD02164,6/8/2025 18:36,MINYA,Ard Sultan,Basbousa Bar,Desserts,2,EGP 155,26,Card,C106,Motorcycle,4.1,9,30,14,4,U0927,Delivered,,1
ORD03645,13/01/2025 14:26,minya,Abu Helal,Pizza Roma,Pizza,5,480 EGP,0,Cash,C006,Motorcycle,3.4,24,30,24,5,U0530,Delivered,,1
ORD00369,2/11/2025 17:38,Minya,Shalaby,Koshary El-Sheikh,Egyptian,6,263 EGP,0,Cash,C079,Tuk-tuk,5,4,30,24,5,U0774,Delivered,,1
ORD03093,28/02/2025 19:49,Minya,Shalaby,Bahary Corner,Fish,3,EGP 593,67,Card,C073,Bicycle,4.9,33,30,76,,U0504,Delivered,,0
ORD01860,12/3/2025 21:51,Minya,Nazlet Hussein,Farag Kebab,Grills,2,277,66,Card,C067,Motorcycle,7.9,26,35,66,3,U1494,Delivered,,0
ORD02940,5/31/2025 22:15, Minya,Corniche El-Nil,Sheikh El-Balad,Grills,6,583 EGP,0,Cash,C099,Motorcycle,2.7,26,25,37,4,U1356,Delivered,,1
ORD02346,5/19/2025 13:43,New Minya,New Minya,Bites Burger,Burgers,3,241 EGP,0,Cash,C078,Bicycle,11.6,16,45,94,2,U0721,Delivered,,0
ORD00818,1/5/2025 18:14,El-Minya,El-Sahel,Basbousa Bar,Desserts,6,327 EGP,68,Card,C025,Tuk-tuk,3.5,12,30,18,,U0175,Delivered,,0
ORD04131,6/8/2025 13:27,Minya,Nazlet Hussein,Bahary Corner,Fish,3,489,0,Card,C100,Motorcycle,4.8,32,30,46,,U1183,Delivered,,1
ORD00405,2/7/2025 19:01,minya,El-Sahel,El-Dawar,Egyptian,6,337,35,Cash,C038,Motorcycle,2.7,11,25,39,,U0763,Delivered,,0
ORD03262,2/14/2025 20:29,New Minya,New Minya,Slice Minya,Pizza,2,EGP 203,0,Card,C035,Motorcycle,12.7,17,45,66,4,U0034,Delivered,,1
ORD01725,26/04/2025 22:39,El Minya,El-Mahatta,Koshary El-Sheikh,Egyptian,4,133 EGP,0,Cash,C049,Motorcycle,3.4,5,30,8,5,U0062,Delivered,,0
ORD01926,4/9/2025 13:51,Minya,Ard Sultan,Sultan Grill,Grills,4,697 EGP,0,Cash,C012,Bicycle,3.7,19,30,39,5,U0395,Delivered,,1
ORD02053,3/13/2025 21:05,Abu Qorqas,Abu Qurqas,El-Dawar,Egyptian,3,191,0,Cash,C063,Bicycle,17.1,17,55,142,1,U0111,Delivered,,0
ORD04135,18/01/2025 12:28,minya,Shalaby,Slice Minya,Pizza,1,113 EGP,19,Cash,C066,Tuk-tuk,4,17,30,28,4,U0038,Delivered,,1
ORD02059,5/26/2025 20:03,Abu Qurqas,Abu Qurqas,Foul El-Mahatta,Egyptian,4,249 EGP,0,Wallet,C105,Motorcycle,16,9,55,55,5,U1033,Delivered,,1
ORD02658,1/1/2025 20:15,minya,El-Gamaa,Crispy House,Burgers,1,64,11,Cash,C068,Motorcycle,5.9,10,35,35,5,U0396,Delivered,,1
ORD01141,5/29/2025 19:46,NEW MINYA,New Minya,Tamara Sweets,Desserts,1,EGP 79,9,Cash,C014,Bicycle,10.5,6,45,87,2,U1416,Delivered,,0
ORD01270,4/1/2025 19:32,Minya,El-Mahatta,El-Nil Fish,Fish,2,EGP 322,79,Wallet,C082,Motorcycle,3.7,19,30,37,,U0096,Delivered,,1
ORD03815,5/19/2025 19:54,Minya,El-Sahel,Foul El-Mahatta,Egyptian,4,239,16,Cash,C012,Motorcycle,3.1,11,25,24,5,U1123,Delivered,,1
ORD02868,6/19/2025 19:28,minya,Ard Sultan,Forno Nile,Pizza,1,112 EGP,18,Cash,C084,Bicycle,2.6,29,25,48,3,U0246,Delivered,,0
ORD00508,4/16/2025 22:19,MINYA,Corniche El-Nil,Bahary Corner,Fish,3,358 EGP,27,Cash,C097,Bicycle,3.1,29,25,49,,U1429,Delivered,,0
ORD03944,22/05/2025 22:49,Minya,Wast El-Balad,Pizza Roma,Pizza,1,112,0,Cash,C103,Motorcycle,3.7,22,30,18,4,U0903,Delivered,,1
ORD02279,4/7/2025 23:59,minya,Shalaby,Pizza Roma,Pizza,4,424,68,Cash,C001,Tuk-tuk,6.6,16,35,41,4,U0839,Delivered,,0
ORD02862,4/21/2025 20:29,Minya,Shalaby,Forno Nile,Pizza,5,456,50,Card,C021,Motorcycle,2.7,29,25,40,,U1478,Delivered,,1
ORD03611,29/04/2025 14:54,Minya,Ard Sultan,Burger Corniche,Burgers,2,196 EGP,26,Cash,C081,Tuk-tuk,2.7,16,25,26,5,U0139,Delivered,,1
ORD03951,2/25/2025 12:28,MINYA,Nazlet Hussein,Crispy House,Burgers,6,506 EGP,0,Card,C065,Motorcycle,6.4,13,35,17,5,U0028,Delivered,,0
ORD02854,10/6/2025 13:03,Minya,Wast El-Balad,Bites Burger,Burgers,5,393,0,Wallet,C097,Tuk-tuk,1.8,17,25,25,4,U0571,Delivered,,1
ORD04036,4/3/2025 19:36,Minya,Corniche El-Nil,Foul El-Mahatta,Egyptian,5,169 EGP,0,Card,C053,Tuk-tuk,0.8,9,20,26,4,U0783,Delivered,,0
ORD02608,5/19/2025 19:10,Menia,Wast El-Balad,Farag Kebab,Grills,2,EGP 200,0,Wallet,C001,Motorcycle,2,24,25,40,4,U0067,Delivered,,1
ORD01477,2/10/2025 17:24,Minya,Wast El-Balad,Tamara Sweets,Desserts,6,261,0,Card,C074,Motorcycle,2.2,7,25,16,4,U0645,Delivered,,1
ORD00270,4/5/2025 22:41,Minya,El-Gamaa,Foul El-Mahatta,Egyptian,3,156,25,Cash,C056,Motorcycle,4.9,11,30,18,5,U0993,Delivered,,1
ORD02006,2/2/2025 12:43,El Minya,Wast El-Balad,El-Dawar,Egyptian,1,EGP 56,9,Card,C110,Tuk-tuk,1.6,8,25,15,5,U1124,Delivered,,1
ORD03515,3/6/2025 20:06,Minya,Corniche El-Nil,El-Abd Minya,Desserts,6,329,28,Card,C096,Bicycle,3.4,6,30,33,5,U1488,Delivered,,1
ORD02693,5/18/2025 18:38,Minya ,El-Sahel,Pizza Roma,Pizza,5,EGP 683,0,Cash,C104,Motorcycle,3.8,21,30,26,5,U1253,Delivered,,1
ORD01705,2/4/2025 14:03,Minya,Corniche El-Nil,El-Dawar,Egyptian,3,97 EGP,13,Cash,C106,Motorcycle,2.4,13,25,15,,U1402,Delivered,customer not answering,1
ORD03822,5/22/2025 19:31,New Minya,New Minya,Forno Nile,Pizza,6,EGP 698,171,Cash,C027,Bicycle,11.8,28,45,125,,U1335,Delivered,,0
ORD02534,4/18/2025 17:13,abu qurqas,Abu Qurqas,Slice Minya,Pizza,3,EGP 227,0,Cash,C106,Motorcycle,15.5,21,55,60,5,U1178,Delivered,,1
ORD01464,5/25/2025 22:35, Minya,Wast El-Balad,El-Abd Minya,Desserts,6,410 EGP,0,Cash,C063,Motorcycle,3.7,7,30,19,5,U1249,Delivered,,1
ORD01507,6/28/2025 19:51,Abu Qorqas,Abu Qurqas,Samak El-Balad,Fish,5,551,114,Card,C075,Tuk-tuk,16,23,55,84,2,U0634,Delivered,,0
ORD00061,26/02/2025 17:39,MINYA,Abu Helal,Samak El-Balad,Fish,5,842 EGP,106,Cash,C037,Bicycle,2.4,23,25,34,5,U0528,Delivered,,1
ORD03587,3/18/2025 15:38,Minya,El-Mahatta,Om Ali House,Desserts,3,195 EGP,0,Wallet,C021,Bicycle,3,13,25,28,5,U0709,Delivered,,1
ORD01863,1/3/2025 14:43,Minya,Shalaby,Om Ali House,Desserts,3,157,0,Cash,C005,Motorcycle,5.4,5,30,11,4,U0084,Delivered,,1
ORD01751,1/5/2025 21:10,Minya,Ard Sultan,Slice Minya,Pizza,2,223,0,Card,C110,Motorcycle,2.3,14,25,33,5,U0868,Delivered,,1
ORD01601,6/12/2025 12:03, Minya,Abu Helal,Farag Kebab,Grills,4,463,0,Wallet,C045,Bicycle,4,19,30,45,5,U0917,Delivered,,1
ORD00122,16/01/2025 21:43,MINYA,Wast El-Balad,Sheikh El-Balad,Grills,4,513 EGP,67,Card,C070,Bicycle,4.2,27,30,51,5,U0439,Delivered,,0
ORD02288,1/7/2025 18:54,Minya,Shalaby,Crispy House,Burgers,4,440 EGP,0,Card,C095,Motorcycle,3.2,15,25,20,5,U0547,Delivered,,1
ORD01711,4/5/2025 21:18,El Minya,El-Sahel,El-Nil Fish,Fish,1,177 EGP,34,Wallet,C057,Motorcycle,2.2,22,25,43,4,U0087,Delivered,,1
ORD03962,2/11/2025 14:01,Minya,El-Mahatta,Om Ali House,Desserts,1,EGP 57,0,Card,C085,Motorcycle,4.3,10,30,26,5,U0871,Delivered,,1
ORD00687,16/04/2025 18:20,Minya ,Wast El-Balad,Tamara Sweets,Desserts,6,220,43,Cash,C080,Bicycle,1.7,4,25,6,4,U1493,Delivered,,0
ORD03837,6/10/2025 19:33,Minya,Abu Helal,Forno Nile,Pizza,3,270,0,Wallet,C001,Tuk-tuk,4.2,30,30,60,2,U1038,Delivered,,0
ORD00075,25/03/2025 12:52,abu qurqas,Abu Qurqas,Slice Minya,Pizza,3,405,0,Cash,C037,Motorcycle,14.6,7,50,36,5,U0311,Delivered,address unclear,0
ORD00362,18/02/2025 20:27,Minya,Corniche El-Nil,Bahary Corner,Fish,4,642,76,Cash,C019,Motorcycle,1.5,34,25,44,5,U0820,Delivered,,1
ORD01658,1/13/2025 22:17,Minya,Abu Helal,Samak El-Balad,Fish,3,476 EGP,0,Wallet,C110,Motorcycle,3.2,21,25,34,5,U1167,Delivered,,0
ORD01425,3/18/2025 19:28, Minya,Abu Helal,El-Dawar,Egyptian,6,EGP 260,0,Card,C081,Motorcycle,3.1,16,25,35,5,U0509,Delivered,customer not answering,1
ORD02045,6/4/2025 16:29,El-Minya,Shalaby,El-Abd Minya,Desserts,5,EGP 291,0,Card,C100,Tuk-tuk,4.5,7,30,22,5,U0925,Delivered,,1
ORD01096,5/14/2025 12:00,El Minya,Nazlet Hussein,Forno Nile,Pizza,6,403,0,Card,C063,Motorcycle,5.8,35,35,46,,U1285,Delivered,,1
ORD01454,3/2/2025 17:57,Minya,Wast El-Balad,Sultan Grill,Grills,1,143,24,Cash,C054,Tuk-tuk,2.3,20,25,32,3,U1251,Delivered,,1
ORD00838,23/02/2025 12:29,Minya,Wast El-Balad,El-Dawar,Egyptian,4,EGP 197,0,Cash,C025,Motorcycle,2.2,12,25,20,5,U0686,Delivered,,0
ORD03937,3/31/2025 20:14,Minya,Wast El-Balad,Forno Nile,Pizza,4,211 EGP,39,Wallet,C050,Motorcycle,1.2,31,25,36,3,U1066,Delivered,,0
ORD01312,21/05/2025 20:22,Minya,Ard Sultan,Om Ali House,Desserts,2,EGP 78,7,Cash,C051,Tuk-tuk,2.9,13,25,34,5,U0190,Delivered,,0
ORD01518,11/1/2025 20:38,Minya,El-Mahatta,Burger Corniche,Burgers,3,153 EGP,10,Wallet,C105,Bicycle,1.6,13,25,27,4,U0284,Delivered,,1
ORD02471,4/22/2025 20:57,Minya,Wast El-Balad,Crispy House,Burgers,5,388,0,Cash,C002,Motorcycle,1.3,15,25,40,,U0248,Delivered,,1
ORD01080,6/28/2025 21:43,MINYA,El-Mahatta,Tamara Sweets,Desserts,3,108 EGP,0,Wallet,C077,Motorcycle,1.8,6,25,27,3,U0219,Delivered,,1
ORD01385,3/3/2025 22:33,Minya,Shalaby,Bahary Corner,Fish,3,425 EGP,0,Cash,C030,Motorcycle,4.4,29,30,0,5,U0643,Delivered,,1
ORD00512,6/10/2025 15:12,Minya,El-Mahatta,Basbousa Bar,Desserts,2,127 EGP,0,Cash,C057,Tuk-tuk,3.2,10,25,20,5,U1200,Delivered,,1
ORD00963,5/10/2025 21:09,Minya ,El-Gamaa,Sheikh El-Balad,Grills,3,548,0,Cash,C032,Bicycle,5.2,31,30,73,3,U1157,Delivered,,0
ORD04085,30/06/2025 21:09,Minya,Abu Helal,Bites Burger,Burgers,5,380 EGP,38,Wallet,C005,Tuk-tuk,2.5,15,25,44,,U0420,Delivered,,0
ORD00940,4/21/2025 19:53,Minya,Corniche El-Nil,Foul El-Mahatta,Egyptian,5,EGP 271,0,Wallet,C065,Bicycle,2.3,9,25,36,4,U1051,Delivered,,1
ORD03481,3/28/2025 19:30,NEW MINYA,New Minya,Om Ali House,Desserts,3,177 EGP,24,Cash,C058,Motorcycle,10.6,5,45,50,,U1318,Delivered,,1
ORD01540,1/22/2025 18:47, Minya,Ard Sultan,Sheikh El-Balad,Grills,3,EGP 450,0,Card,C035,Motorcycle,3.7,31,30,39,,U1179,Delivered,,1
ORD00474,4/15/2025 15:18,minya,El-Sahel,Burger Corniche,Burgers,3,EGP 294,0,Cash,C081,Motorcycle,5.7,15,30,38,5,U1160,Delivered,,0
ORD01911,3/15/2025 18:25,El-Minya,El-Gamaa,Tamara Sweets,Desserts,4,226 EGP,18,Card,C081,Motorcycle,5.7,17,30,29,4,U1166,Delivered,,1
ORD03583,3/30/2025 23:00,MINYA,Nazlet Hussein,Foul El-Mahatta,Egyptian,3,130,25,Cash,C019,Bicycle,7.4,9,35,52,4,U0412,Delivered,,1
ORD00296,3/20/2025 14:16,Minya,El-Mahatta,Sultan Grill,Grills,2,344 EGP,0,Card,C043,Tuk-tuk,0.6,19,20,27,4,U0836,Delivered,,1
ORD01595,13/03/2025 13:51, Minya,El-Gamaa,El-Dawar,Egyptian,4,263 EGP,55,Card,C022,Motorcycle,5.1,13,30,25,5,U0595,Delivered,,0
ORD01563,2/4/2025 12:57,New Minya,New Minya,Sultan Grill,Grills,4,300 EGP,0,Cash,C050,Tuk-tuk,10.8,13,45,46,5,U0334,Delivered,,0
ORD02423,1/5/2025 21:57,New Minya,New Minya,Forno Nile,Pizza,1,117 EGP,0,Cash,C049,Motorcycle,10.5,24,45,55,4,U0365,Delivered,,1
ORD01314,5/2/2025 23:27,Minya ,El-Sahel,Bites Burger,Burgers,5,237 EGP,57,Cash,C045,Motorcycle,4.6,14,30,26,4,U0185,Delivered,,1
ORD04021,5/14/2025 20:07,Minya,Corniche El-Nil,El-Abd Minya,Desserts,4,EGP 170,0,Wallet,C082,Tuk-tuk,1,10,25,22,,U1252,Delivered,,1
ORD01016,4/30/2025 19:15,Abu Qurqas,Abu Qurqas,Slice Minya,Pizza,2,236,0,Card,C107,Bicycle,15.4,18,55,140,1,U0192,Delivered,,0
ORD00223,3/17/2025 23:08,Minya,Ard Sultan,Forno Nile,Pizza,5,541 EGP,0,Cash,C021,Bicycle,3.2,30,25,42,4,U1063,Delivered,,1
ORD01486,2/26/2025 18:09,New Minya,New Minya,Om Ali House,Desserts,2,EGP 147,0,Cash,C110,Motorcycle,10.4,11,40,37,4,U0770,Delivered,,0
ORD02390,29/04/2025 21:50,MINYA,El-Gamaa,Sheikh El-Balad,Grills,1,157,0,Cash,C063,Motorcycle,5.4,29,30,46,4,U0538,Delivered,,0
ORD01253,6/8/2025 19:43,Minya,Abu Helal,Bites Burger,Burgers,4,508,62,Card,C101,Motorcycle,3.5,16,30,31,,U1287,Delivered,,1
ORD02173,1/23/2025 20:07,Minya,Abu Helal,Sheikh El-Balad,Grills,3,529 EGP,0,Card,C079,Motorcycle,4.8,32,30,46,,U0711,Delivered,,0
ORD02151,22/03/2025 23:34,El-Minya,Ard Sultan,El-Dawar,Egyptian,4,198 EGP,0,Cash,C092,Motorcycle,3.2,15,25,26,5,U1485,Delivered,,1
ORD04090,3/24/2025 23:24,El-Minya El-Gedida,New Minya,Farag Kebab,Grills,4,372 EGP,67,Cash,C095,Tuk-tuk,10.1,19,40,48,5,U1027,Delivered,,1
ORD02105,2/20/2025 15:37,Minya,El-Gamaa,Sultan Grill,Grills,3,374 EGP,0,Card,C082,Tuk-tuk,6.4,20,35,35,4,U1452,Delivered,,0
ORD02738,1/10/2025 23:37,Minya,Ard Sultan,Slice Minya,Pizza,3,EGP 339,0,Cash,C094,Bicycle,1.8,19,25,21,5,U1391,Delivered,re-assigned,0
ORD03362,3/12/2025 13:11,El-Minya,Ard Sultan,Samak El-Balad,Fish,4,EGP 688,0,Cash,C094,Motorcycle,4.1,17,30,32,5,U0394,Delivered,,1
ORD00447,6/6/2025 19:43,Minya,Abu Helal,Forno Nile,Pizza,4,503 EGP,0,Card,C086,Tuk-tuk,0.7,24,20,31,3,U0896,Delivered,,0
ORD01520,3/23/2025 11:21,Minya,El-Sahel,Crispy House,Burgers,2,138,0,Card,C045,Motorcycle,5.4,8,30,22,5,U0436,Delivered,,1
ORD03596,2/25/2025 13:42,new minya,New Minya,Sultan Grill,Grills,1,184,0,Wallet,C035,Motorcycle,10.9,16,45,,,U1116,Cancelled,,
ORD02945,5/1/2025 14:07,Minya,Corniche El-Nil,Hadouta Masreya,Egyptian,6,287,0,Card,C020,Tuk-tuk,2.6,17,25,31,4,U0888,Delivered,,1
ORD01840,3/29/2025 13:34,Minya,Abu Helal,Sheikh El-Balad,Grills,2,316,0,Wallet,C070,Motorcycle,1.2,36,25,41,5,U0341,Delivered,,1
ORD02391,2/28/2025 14:09,Menia,El-Mahatta,Bites Burger,Burgers,4,EGP 388,0,Cash,C107,Motorcycle,3.3,11,25,19,5,U0610,Delivered,,0
ORD03380,3/8/2025 15:33,Minya,Abu Helal,Sheikh El-Balad,Grills,4,715 EGP,0,Card,C040,Motorcycle,5,24,30,43,4,U1050,Delivered,,0
ORD02314,6/23/2025 12:30,Menia,El-Mahatta,Sheikh El-Balad,Grills,1,123,20,Wallet,C017,Bicycle,2.6,31,25,37,4,U0269,Delivered,,1
ORD02071,4/25/2025 22:00,Minya,El-Sahel,Slice Minya,Pizza,1,109 EGP,10,Cash,C060,Tuk-tuk,4.8,15,30,24,5,U0227,Delivered,,1
ORD02529,2/14/2025 17:12,Minya,Shalaby,Koshary El-Sheikh,Egyptian,6,399 EGP,0,Card,C014,Motorcycle,4.1,18,30,34,5,U0561,Delivered,,0
ORD00135,4/5/2025 19:03,Minya,El-Mahatta,Crispy House,Burgers,3,269,27,Cash,C061,Motorcycle,0.8,10,20,21,5,U0450,Delivered,,1
ORD03209,1/19/2025 21:40,Menia,Corniche El-Nil,Burger Corniche,Burgers,4,EGP 394,23,Cash,C038,Tuk-tuk,1.5,16,25,30,5,U0493,Delivered,,1
ORD04011,3/7/2025 12:30,El Minya,Wast El-Balad,Koshary El-Sheikh,Egyptian,1,59 EGP,9,Card,C092,Motorcycle,1.5,10,25,17,4,U0628,Delivered,re-assigned,1
ORD02425,2/10/2025 14:56,Minya,Corniche El-Nil,Sheikh El-Balad,Grills,4,585 EGP,0,Cash,C084,Motorcycle,2.1,28,25,27,5,U1072,Delivered,,1
ORD03319,12/5/2025 11:11,Minya ,Wast El-Balad,Om Ali House,Desserts,6,EGP 312,57,Cash,C081,Motorcycle,1.9,14,25,14,4,U1197,Delivered,,0
ORD01376,4/20/2025 19:57,New Minya,New Minya,Hadouta Masreya,Egyptian,2,EGP 139,0,Card,C054,Tuk-tuk,11.3,7,45,53,5,U0068,Delivered,,1
ORD03224,2/6/2025 20:08,El Minya,Nazlet Hussein,Hadouta Masreya,Egyptian,5,246,0,Card,C024,Motorcycle,6.6,14,35,43,4,U0307,Delivered,,1
ORD03901,3/22/2025 16:44,Minya,Nazlet Hussein,Sultan Grill,Grills,2,EGP 264,0,Card,C106,Motorcycle,6.4,24,35,38,,U1190,Delivered,,0
ORD00906,6/14/2025 21:07,minya,Abu Helal,Pizza Roma,Pizza,6,EGP 437,0,Wallet,C074,Bicycle,3.9,20,30,48,4,U0460,Delivered,,1
ORD01941,5/8/2025 20:50,Minya,Wast El-Balad,Hadouta Masreya,Egyptian,6,267,62,Wallet,C095,Motorcycle,0.6,10,20,29,5,U0654,Delivered,,1
ORD00737,4/13/2025 22:18,El-Minya,Corniche El-Nil,El-Nil Fish,Fish,4,511,0,Card,C031,Motorcycle,4.6,27,30,36,4,U1422,Delivered,,0
ORD01251,19/03/2025 16:03,El-Minya El-Gedida,New Minya,Slice Minya,Pizza,1,104,0,Cash,C044,Motorcycle,11.1,15,45,41,4,U1166,Delivered,,0
ORD00965,4/17/2025 19:49,El-Minya,El-Sahel,Samak El-Balad,Fish,3,278 EGP,67,Cash,C012,Motorcycle,5.4,24,30,39,3,U0505,Delivered,,1
ORD03074,2/5/2025 13:49,Minya,Corniche El-Nil,Bahary Corner,Fish,2,EGP 264,0,Cash,C039,Motorcycle,1.8,35,25,42,4,U1441,Delivered,,0
ORD01049,5/21/2025 19:49,minya,El-Mahatta,Crispy House,Burgers,3,"2,076",0,Card,C047,Motorcycle,3.9,14,30,36,4,U0661,Delivered,,1
ORD03110,2/8/2025 19:29,El Minya,Corniche El-Nil,Farag Kebab,Grills,3,332 EGP,0,Card,C110,Motorcycle,0.6,30,20,42,,U0088,Delivered,,0
ORD02556,2/28/2025 14:50,El Minya,Abu Helal,Forno Nile,Pizza,4,384 EGP,0,Card,C077,Motorcycle,2.6,31,25,32,5,U0894,Delivered,,1
ORD02758,3/16/2025 17:01,minya,Ard Sultan,Crispy House,Burgers,2,EGP 142,17,Card,C008,Motorcycle,3.8,16,30,19,5,U0084,Delivered,,0
ORD02329,1/25/2025 17:29,Minya,El-Gamaa,Bahary Corner,Fish,1,150 EGP,17,Card,C047,Motorcycle,4.1,33,30,42,4,U0387,Delivered,,1
ORD02606,3/7/2025 18:57,Minya,Corniche El-Nil,Bites Burger,Burgers,2,164,39,Cash,C003,Motorcycle,1.1,17,25,25,,U0695,Delivered,address unclear,1
ORD03138,4/28/2025 19:52,Minya,El-Gamaa,Bites Burger,Burgers,4,362 EGP,0,Card,C107,Motorcycle,6.4,15,35,44,3,U1267,Delivered,,0
ORD03816,5/16/2025 11:02,Minya,Nazlet Hussein,Sultan Grill,Grills,3,525,33,Card,C036,Motorcycle,4.8,20,30,34,5,U0600,Delivered,,1
ORD00472,5/1/2025 22:00,Menia,El-Gamaa,Koshary El-Sheikh,Egyptian,2,EGP 92,0,Cash,C108,Bicycle,7.1,13,35,55,,U1103,Delivered,,0
ORD00618,3/26/2025 20:16,Minya,El-Mahatta,Basbousa Bar,Desserts,5,336 EGP,21,Wallet,C093,Motorcycle,2.8,13,25,27,5,U0237,Delivered,,1
ORD01858,2/8/2025 15:57,El-Minya,Abu Helal,Koshary El-Sheikh,Egyptian,5,152,8,Cash,C062,Motorcycle,4.1,11,30,22,4,U0641,Delivered,,1
ORD01446,6/20/2025 17:50,Minya ,El-Mahatta,El-Nil Fish,Fish,3,411,0,Cash,C060,Motorcycle,2.1,30,25,34,5,U0072,Delivered,,0
ORD02765,2/26/2025 20:11,Minya,Ard Sultan,Koshary El-Sheikh,Egyptian,6,EGP 293,0,Cash,C029,Motorcycle,5.5,10,30,38,5,U1394,Delivered,,1
ORD00125,25/02/2025 13:44, Abu Qurqas,Abu Qurqas,Basbousa Bar,Desserts,5,271,0,Cash,C006,Motorcycle,18.6,15,60,56,4,U1453,Delivered,,1
ORD03204,1/26/2025 22:46,El Minya,El-Mahatta,El-Nil Fish,Fish,4,572 EGP,0,Card,C034,Motorcycle,2.1,21,25,18,5,U0950,Delivered,,0
